time,lat,lon,log,battery,u,v,wptLat,wptLon
Fri Jan 24 03:13:26 2020 MT,56.66598333333333,-52.980916666666666,0267.0189,83.9378762462634,0.121973242066286,0.169251755354422,56.620066666666666,-53.47196666666667
Fri Jan 24 20:54:41 2020 MT,56.64591666666667,-53.214666666666666,0267.0191,83.6891797828147,0.0251735567781502,0.0683389514109983,56.620066666666666,-53.47196666666667
Sat Jan 25 06:23:42 2020 MT,56.63355,-53.338766666666665,0267.0192,83.5593449265089,0.0545832407110682,0.0479813972538979,56.620066666666666,-53.47196666666667
Sun Jan 26 00:18:56 2020 MT,56.739866666666664,-53.17503333333334,0267.0194,83.3078205008207,0.0476309784137751,0.0733802277984373,58.17439999999999,-50.49415000000001
Sun Jan 26 18:16:02 2020 MT,56.87333333333332,-52.82915,0267.0196,83.0556188755417,0.15765190138558,0.0647035125804761,58.17439999999999,-50.49415000000001
Mon Jan 27 03:21:43 2020 MT,56.96445000000001,-52.630649999999996,0267.0197,82.9315532947195,0.21276811471845,0.0370307795073457,58.17439999999999,-50.49415000000001
Mon Jan 27 12:47:16 2020 MT,57.06231666666666,-52.51295,0267.0198,82.8048864536666,0.153848054269314,0.00741030281559413,58.17439999999999,-50.49415000000001
Mon Jan 27 22:25:19 2020 MT,57.12881666666667,-52.38031666666667,0267.0200,82.665554817692,0.104749402731125,-0.0719107739933085,58.17439999999999,-50.49415000000001
Tue Jan 28 08:04:24 2020 MT,57.20451666666666,-52.289016666666676,0267.0202,82.5261069242768,0.0600372892848873,-0.0217906572921811,58.17439999999999,-50.49415000000001
Tue Jan 28 13:42:44 2020 MT,57.239799999999995,-52.235733333333336,0268.0001,82.4840366335798,1.6235448117739,1.92613183882418,57.20467167043016,-52.28929500014767
Tue Jan 28 14:36:21 2020 MT,57.23211666666666,-52.23338333333333,0268.0002,82.4464890225249,0.236442526219534,-0.110143480955152,57.20467167043016,-52.28929500014767
Tue Jan 28 22:58:43 2020 MT,57.20366666666666,-52.36216666666666,0269.0000,82.3154116194109,0.109741681994468,-0.0572130412064321,56.620066666666666,-53.47196666666667
Wed Jan 29 08:07:06 2020 MT,57.163399999999996,-52.466033333333336,0269.0001,82.1888580385364,0.0994030331649586,-0.0559831351199158,56.620066666666666,-53.47196666666667
